LP,Data_przybycia,Nr_IMO,Bandera,Nabrzeze
5744,2018/04/19,7704057,PL,CAL
5745,2018/04/20,9150511,MT,BYTOMSKIE
5746,2018/04/20,9125695,MT,PARNICKIE
5747,2018/04/20,9364148,NL,BYTOMSKIE
5748,2018/04/20,9136307,DK,DRZETOWSKIE N
5749,2018/04/20,9201815,NL,SLOWACKIE
5750,2018/04/20,9369007,PT,FINSKIE
5751,2018/04/20,7638519,NO,BULGARSKIE
5752,2018/04/21,9391127,MT,SPOLDZIELCZE
5753,2018/04/21,8415653,NO,GLIWICKIE
5754,2018/04/21,9163635,NL,HUK
5755,2018/04/21,7615749,PL,FARBOLAK SWFIL
5756,2018/04/21,9195896,NL,GDYNSKIE S
5757,2018/04/21,8801113,AG,REGALICA
5758,2018/04/21,9349215,CY,FINSKIE
5759,2018/04/21,9195822,FO,GLIWICKIE
5760,2018/04/22,9126687,MT,PARNICKIE
5761,2018/04/22,9710335,MT,CPN III
5762,2018/04/22,9137193,LR,WULKAN N
5763,2018/04/22,9549281,RU,GORNOSLASKIE
5764,2018/04/22,9238387,NL,PARNICKIE
5765,2018/04/22,9555333,RU,BULGARSKIE
5766,2018/04/22,9195705,NL,REGALICA
5767,2018/04/23,9344203,MT,CPN III
5768,2018/04/23,8129395,FO,KATOWICKIE
5769,2018/04/23,8606006,EE,WALBRZYSKIE
5770,2018/04/23,7928158,CY,WALBRZYSKIE
5771,2018/04/23,9260407,PT,PARNICKIE
5772,2018/04/23,9366122,SG,GLIWICKIE
5773,2018/04/23,9467201,NL,SLOWACKIE
5774,2018/04/23,9374686,AN,CZESKIE
5775,2018/04/23,8920282,NO,HUTA (KRA)
5776,2018/04/24,9178446,BB,ZBOZOWE
5777,2018/04/24,9434761,AG,GRECKIE
5778,2018/04/24,9671462,NL,BULGARSKIE
5779,2018/04/24,9390305,CY,PARNICKIE
5780,2018/04/24,9245275,AG,KATOWICKIE
5781,2018/04/24,8919221,AG,WULKAN S
5782,2018/04/24,9279068,NL,HOLENDERSKIE
5783,2018/04/24,8919855,AG,FINSKIE
5784,2018/04/25,6617855,AG,SNOP N
5785,2018/04/25,9141376,MT,BYTOMSKIE
5786,2018/04/25,8504208,DE,POZNANSKIE
5787,2018/04/25,9132492,BZ,KATOWICKIE
5788,2018/04/25,9138769,GB,ODRA STARE
5789,2018/04/26,7713345,VC,SNOP S
5790,2018/04/26,6507983,VC,HUTA (KRA)
5791,2018/04/26,9515101,MH,GORNOSLASKIE
5792,2018/04/26,9555321,RU,FOSFATOWE
5793,2018/04/26,9161247,PL,BULWAR CHROBREGO
5794,2018/04/26,9503914,CY,PARNICKIE
5795,2018/04/27,7615749,PL,SPOLDZIELCZE
5796,2018/04/27,9573074,LU,DRZETOWSKIE N
5797,2018/04/27,9178458,BB,WALBRZYSKIE
5798,2018/04/27,9365984,GI,FINSKIE
5799,2018/04/27,9349215,CY,CZESKIE
5800,2018/04/28,8518558,DE,POZNANSKIE
5801,2018/04/28,9136307,DK,DRZETOWSKIE N
5802,2018/04/28,8215730,BS,PARNICKIE
5803,2018/04/28,9343613,BS,KATOWICKIE
5804,2018/04/28,9073581,BS,BYTOMSKIE
5805,2018/04/29,8402668,VC,GLIWICKIE
5806,2018/04/29,9552020,PT,SLOWACKIE
5807,2018/04/29,9150482,MT,HUK
5808,2018/04/29,9268875,CW,CZESKIE
5809,2018/04/30,9197765,GI,GLIWICKIE
5810,2018/04/30,9392391,PA,HUTA (KRA)
5811,2018/04/30,9331359,NL,CZESKIE
5812,2018/04/30,9166613,NO,ODRA NOWE
5813,2018/04/30,9551894,NO,MAZOWIECKIE
5814,2018/05/01,9346811,BS,GDANSKIE
5815,2018/05/01,9250397,KN,GORNOSLASKIE
5816,2018/05/01,9454462,AG,HOLENDERSKIE
5817,2018/05/01,9544891,NL,GLIWICKIE
5818,2018/05/02,9658355,MH,CPN III
5819,2018/05/02,8415172,CY,CHORZOWSKIE
5820,2018/05/02,6605448,PL,WARSZTATOWE
5821,2018/05/02,9252199,HK,SLOWACKIE
5822,2018/05/02,9161247,PL,BULWAR CHROBREGO
5823,2018/05/02,8417352,PA,ODRA NOWE
5824,2018/05/02,9323651,GI,SLOWACKIE
5825,2018/05/02,9057252,BZ,BYTOMSKIE
5826,2018/05/02,8225474,PL,WARSZTATOWE
5827,2018/05/02,9543316,MH,ZBOZOWE
5828,2018/05/03,8915902,DE,SNOP S
5829,2018/05/03,7304314,BS,POLSKIE
5830,2018/05/03,9225574,AG,REGALICA
5831,2018/05/03,9085455,BE,ANGIELSKIE
5832,2018/05/04,8504208,DE,POZNANSKIE
5833,2018/05/04,9161247,PL,BULWAR CHROBREGO
5834,2018/05/04,8611013,AG,SNOP N
5835,2018/05/05,8606006,EE,WALBRZYSKIE
5836,2018/05/05,7928158,CY,WALBRZYSKIE
5837,2018/05/05,9300489,PT,PARNICKIE
5838,2018/05/05,9387310,AG,REGALICA
5839,2018/05/05,9215658,NL,GORNOSLASKIE
5840,2018/05/05,9349215,CY,FINSKIE
5841,2018/05/05,9391127,MT,FARBOLAK SWFIL
5842,2018/05/06,8222185,AG,HUTA (KRA)
5843,2018/05/06,9138757,DE,PARNICKIE
5844,2018/05/06,9136101,BE,BELGIJSKIE
5845,2018/05/06,9201827,NL,SLOWACKIE
5846,2018/05/06,8919831,AG,CZESKIE
5847,2018/05/06,9369007,PT,FINSKIE
5848,2018/05/06,8915756,NL,HOLENDERSKIE
5849,2018/05/06,9171101,CY,GNIE????NIENSKIE
5850,2018/05/06,8026440,PL,SLOWACKIE
5851,2018/05/06,9113381,LR,GORNOSLASKIE
5852,2018/05/06,9180877,AG,GLIWICKIE
5853,2018/05/06,9598878,RU,BYTOMSKIE
5854,2018/05/07,9119361,RU,SNOP N
5855,2018/05/07,9399404,NL,PRZEMYSLOWE
5856,2018/05/07,9557408,BB,ARSENAL
5857,2018/05/07,8908806,BB,POZNANSKIE
5858,2018/05/07,8026440,PL,CAL
5859,2018/05/07,9671486,NL,DRZETOWSKIE N
5860,2018/05/08,9393620,BS,CHORZOWSKIE
5861,2018/05/08,9374698,NL,HOLENDERSKIE
5862,2018/05/08,9556820,AG,REGALICA
5863,2018/05/08,8920282,NO,HUTA (KRA)
5864,2018/05/08,9132492,BZ,GORNOSLASKIE
5865,2018/05/08,9658355,MH,CPN III
5866,2018/05/08,9195822,FO,BYTOMSKIE
5867,2018/05/08,9195901,CY,SLOWACKIE
5868,2018/05/09,8919855,AG,BELGIJSKIE
5869,2018/05/09,9491769,BB,HUTA (KRA)
5870,2018/05/09,7382665,MT,GLIWICKIE
5871,2018/05/09,8506024,DK,ARSENAL
5872,2018/05/10,9161247,PL,BULWAR CHROBREGO
5873,2018/05/10,9628128,PA,KATOWICKIE
5874,2018/05/10,7615749,PL,SPOLDZIELCZE
5875,2018/05/10,8922254,BS,BYTOMSKIE
5876,2018/05/10,9006356,NL,REGALICA
5877,2018/05/10,9549621,RU,GLIWICKIE
5878,2018/05/10,9100188,NO,HUTA (KRA)
5879,2018/05/10,8504208,DE,SNOP S
5880,2018/05/11,9224154,NL,GRECKIE
5881,2018/05/11,8908791,BB,SNOP N
5882,2018/05/11,9145140,BS,HUTA (KRA)
5883,2018/05/11,9492323,MH,GNIE????NIENSKIE
5884,2018/05/11,8222185,AG,HUTA (KRA)
5885,2018/05/11,9349215,CY,FINSKIE
5886,2018/05/12,9365984,GI,FINSKIE
5887,2018/05/12,9385893,NL,CZESKIE
5888,2018/05/13,9370288,AG,PARNICKIE
5889,2018/05/13,9272773,MH,ZBOZOWE
5890,2018/05/13,7615749,PL,SPOLDZIELCZE
5891,2018/05/13,9374715,NL,REGALICA
5892,2018/05/13,7330052,NO,WALBRZYSKIE
5893,2018/05/13,9302906,TH,GLIWICKIE
5894,2018/05/13,7704057,PL,CHORZOWSKIE
5895,2018/05/13,8611013,AG,POZNANSKIE
5896,2018/05/13,9250397,KN,GORNOSLASKIE
5897,2018/05/14,9376787,CY,HUTA (KRA)
5898,2018/05/14,9552068,LU,PRZEMYSLOWE
5899,2018/05/14,9234305,AG,HUTA (KRA)
5900,2018/05/14,9519054,CY,BYTOMSKIE
5901,2018/05/14,9201932,NL,GLIWICKIE
5902,2018/05/14,9313747,MT,WALBRZYSKIE
5903,2018/05/14,9422275,AG,PARNICKIE
5904,2018/05/14,9114725,MT,BYTOMSKIE
5905,2018/05/15,9374698,NL,CZESKIE
5906,2018/05/15,8411633,NL,HUTA (KRA)
5907,2018/05/15,9551894,NO,MAZOWIECKIE
5908,2018/05/15,8915902,DE,HUTA (KRA)
5909,2018/05/15,9370290,PT,HUTA (KRA)
5910,2018/05/15,9065948,LV,GLIWICKIE
5911,2018/05/16,8606006,EE,WALBRZYSKIE
5912,2018/05/16,7928158,CY,WALBRZYSKIE
5913,2018/05/16,9411745,NL,HOLENDERSKIE
5914,2018/05/16,8609606,FI,RUMUNSKIE
5915,2018/05/16,9238363,NL,GORNOSLASKIE
5916,2018/05/16,8516809,CA,REMONTOWE
5917,2018/05/16,9155949,GI,SLOWACKIE
5918,2018/05/16,9700005,PH,KATOWICKIE
5919,2018/05/16,9113381,LR,GLIWICKIE
5920,2018/05/17,9300489,PT,GDYNSKIE S
5921,2018/05/17,9201815,NL,CZESKIE
5922,2018/05/17,8010324,RU,GNIE????NIENSKIE
5923,2018/05/17,7615749,PL,SPOLDZIELCZE
5924,2018/05/17,8636960,SE,MAK
5925,2018/05/17,8407711,CY,MAK
5926,2018/05/17,9349215,CY,FINSKIE
5927,2018/05/17,9523548,NO,HUTA (KRA)
5928,2018/05/17,9161247,PL,BULWAR CHROBREGO
5929,2018/05/18,9140815,MT,FARBOLAK SWFIL
5930,2018/05/18,9142497,DE,DRZETOWSKIE N
5931,2018/05/18,9137193,LR,DRZETOWSKIE N
5932,2018/05/18,9369071,AG,GLIWICKIE
5933,2018/05/18,9491745,BB,WALBRZYSKIE
5934,2018/05/18,9369007,PT,FINSKIE
5935,2018/05/18,7402441,PL,PRCIP
5936,2018/05/18,6605503,PL,WARSZTATOWE
5937,2018/05/19,9138769,GB,WULKAN POCHYLNIA
5938,2018/05/19,9394234,PT,CHORZOWSKIE
5939,2018/05/19,7330052,NO,WALBRZYSKIE
5940,2018/05/19,9501203,GI,DRZETOWSKIE S
5941,2018/05/19,9624328,PA,KATOWICKIE
5942,2018/05/20,9323651,GI,SLOWACKIE
5943,2018/05/20,7304314,BS,POLSKIE
5944,2018/05/20,8814201,VC,SLOWACKIE
5945,2018/05/20,8611013,AG,SNOP N
5946,2018/05/20,7810222,CY,KATOWICKIE
5947,2018/05/21,9467201,NL,CZESKIE
5948,2018/05/21,9374703,NL,HUTA (KRA)
5949,2018/05/21,9011985,DE,SNOP S
5950,2018/05/21,9341768,NL,PRZEMYSLOWE
5951,2018/05/21,9123312,CY,SNOP S
5952,2018/05/22,9356529,NL,HOLENDERSKIE
5953,2018/05/22,9658355,MH,CPN III
5954,2018/05/22,8318128,AG,GLIWICKIE
5955,2018/05/22,9231925,PL,BULWAR CHROBREGO
5956,2018/05/22,9213882,NL,HUTA (KRA)
5957,2018/05/22,9558036,GB,GLIWICKIE
5958,2018/05/23,8983272,PL,BULWAR CHROBREGO
5959,2018/05/23,8919855,AG,BELGIJSKIE
5960,2018/05/23,9115925,VC,ZBOZOWE
5961,2018/05/23,9545039,NL,REMONTOWE
5962,2018/05/24,7615749,PL,SPOLDZIELCZE
5963,2018/05/24,9505601,AG,KATOWICKIE
5964,2018/05/24,9195822,FO,BYTOMSKIE
5965,2018/05/24,9199385,GI,SLOWACKIE
5966,2018/05/24,8026440,PL,KATOWICKIE
5967,2018/05/24,9234276,NL,GORNOSLASKIE
5968,2018/05/24,9155688,LT,REGALICA
5969,2018/05/24,9769104,FI,GLIWICKIE
5970,2018/05/24,9138769,GB,WULKAN POCHYLNIA
5971,2018/05/24,6507983,VC,HUTA (KRA)
5972,2018/05/25,9349215,CY,FINSKIE
5973,2018/05/25,9150236,MT,HUK
5974,2018/05/25,9365984,GI,FINSKIE
5975,2018/05/25,9136096,BE,BELGIJSKIE
5976,2018/05/26,7402441,PL,BULWAR CHROBREGO
5977,2018/05/26,9341108,PT,GRECKIE
5978,2018/05/26,9555321,RU,SLOWACKIE
5979,2018/05/26,9391127,MT,FARBOLAK SWFIL
5980,2018/05/26,9155987,MT,WEGIERSKIE
5981,2018/05/27,9361366,NL,CEMENTOWE
5982,2018/05/27,9239288,AG,GORNOSLASKIE
5983,2018/05/27,9390305,CY,PARNICKIE
5984,2018/05/27,9137193,LR,WULKAN POCHYLNIA
5985,2018/05/27,9279006,NL,CZESKIE
5986,2018/05/28,8606006,EE,WALBRZYSKIE
5987,2018/05/28,7928158,CY,WALBRZYSKIE
5988,2018/05/28,9617337,CY,PARNICKIE
5989,2018/05/28,9281786,GI,CHORZOWSKIE
5990,2018/05/28,9515034,NL,RUMUNSKIE
5991,2018/05/28,9155949,GI,SLOWACKIE
5992,2018/05/28,9353395,AG,REGALICA
5993,2018/05/29,9031428,NO,SLOWACKIE
5994,2018/05/29,9509475,IE,CHORZOWSKIE
5995,2018/05/29,9551894,NO,MAZOWIECKIE
5996,2018/05/29,8814201,VC,GLIWICKIE
5997,2018/05/30,9658355,MH,CPN III
5998,2018/05/30,9119634,DE,DRZETOWSKIE N
5999,2018/05/30,9370288,AG,PARNICKIE
6000,2018/05/30,9173513,CY,GLIWICKIE
6001,2018/05/30,9199256,AG,GDYNSKIE N
6002,2018/05/30,9479565,NL,HUK
6003,2018/05/30,9518426,AG,WEGIERSKIE
6004,2018/05/30,9197399,AG,DRZETOWSKIE N
6005,2018/05/30,9161247,PL,BULWAR CHROBREGO
6006,2018/05/31,8412417,VC,KATOWICKIE
6007,2018/05/31,9547324,NL,WALBRZYSKIE
6008,2018/05/31,9423748,NL,CHORZOWSKIE
6009,2018/05/31,7615749,PL,SPOLDZIELCZE
6010,2018/05/31,9349215,CY,FINSKIE
6011,2018/05/31,9364148,NL,GORNOSLASKIE
6012,2018/05/31,9369095,AG,KATOWICKIE
6013,2018/06/01,9357494,NL,CZESKIE
6014,2018/06/01,6605448,PL,WARSZTATOWE
6015,2018/06/01,9423669,NL,HOLENDERSKIE
6016,2018/06/01,9421623,NL,DRZETOWSKIE N
6017,2018/06/01,8407711,CY,MAK
6018,2018/06/01,9252931,GI,SLOWACKIE
6019,2018/06/01,9128685,PA,CPN III
6020,2018/06/01,9369007,PT,FINSKIE
6021,2018/06/01,9279006,NL,WULKAN POCHYLNIA
6022,2018/06/01,6617855,AG,HUTA (KRA)
6023,2018/06/01,9557408,BB,WALBRZYSKIE
6024,2018/06/01,9631072,NL,BYTOMSKIE
6025,2018/06/02,9360477,PT,REGALICA
6026,2018/06/02,9199696,AG,DRZETOWSKIE N
6027,2018/06/02,9331359,NL,BULGARSKIE
6028,2018/06/02,9391127,MT,SPOLDZIELCZE
6029,2018/06/02,9118496,NO,HUTA (KRA)
6030,2018/06/02,9240732,VC,GLIWICKIE
6031,2018/06/03,9423671,NL,PARNICKIE
6032,2018/06/03,9471812,KN,HUK
6033,2018/06/03,9201839,BS,GORNOSLASKIE
6034,2018/06/03,9015046,AG,HUTA (KRA)
6035,2018/06/03,8919855,AG,FINSKIE
6036,2018/06/03,9102899,PA,SLOWACKIE
6037,2018/06/04,9136101,BE,ANGIELSKIE
6038,2018/06/04,9005730,BB,HUTA (KRA)
6039,2018/06/04,9119361,RU,HUTA (KRA)
6040,2018/06/04,9204049,GB,GDYNSKIE S
6041,2018/06/04,9555321,RU,FINSKIE
6042,2018/06/04,9356579,CY,SLOWACKIE
6043,2018/06/04,9013048,NL,HOLENDERSKIE
6044,2018/06/04,9421635,NL,KATOWICKIE
6045,2018/06/04,9199385,GI,SLOWACKIE
6046,2018/06/04,9279056,NL,CZESKIE
6047,2018/06/04,9555345,RU,BULGARSKIE
6048,2018/06/04,9454826,AG,CHORZOWSKIE
6049,2018/06/04,9155418,AG,GRECKIE
6050,2018/06/04,9277278,CY,CHORZOWSKIE
6051,2018/06/04,9341160,FO,GLIWICKIE
6052,2018/06/05,9195731,GB,REGALICA
6053,2018/06/05,8222185,AG,HUTA (KRA)
6054,2018/06/06,6605503,PL,WARSZTATOWE
6055,2018/06/06,9279006,NL,WULKAN POCHYLNIA
6056,2018/06/06,9260407,PT,PARNICKIE
6057,2018/06/06,8844957,RU,PARNICKIE
6058,2018/06/07,9390305,CY,PARNICKIE
6059,2018/06/07,9312377,MT,BYTOMSKIE
6060,2018/06/07,9161247,PL,BULWAR CHROBREGO
6061,2018/06/07,9373280,NL,BELGIJSKIE
6062,2018/06/07,9462744,NL,HOLENDERSKIE
6063,2018/06/08,8104565,DK,ARSENAL
6064,2018/06/08,9201803,NL,SLOWACKIE
6065,2018/06/08,9365984,GI,FINSKIE
6066,2018/06/08,7946356,RU,STAROWKA
6067,2018/06/08,9148180,NL,PARNICKIE
6068,2018/06/08,9477567,HK,KATOWICKIE - DALBY
6069,2018/06/08,7810210,MT,WALBRZYSKIE
6070,2018/06/08,6507983,VC,HUTA (KRA)
6071,2018/06/08,9297591,DE,FINSKIE
6072,2018/06/09,9137193,LR,WULKAN POCHYLNIA
6073,2018/06/09,5273389,PL,BULWAR CHROBREGO
6074,2018/06/09,8404458,VU,ANGIELSKIE
6075,2018/06/09,8918734,NL,ROSYJSKIE
6076,2018/06/09,7615749,PL,SPOLDZIELCZE
6077,2018/06/09,9138185,GI,SLOWACKIE
6078,2018/06/10,9551894,NO,MAZOWIECKIE
6079,2018/06/10,8320585,PA,BULGARSKIE
6080,2018/06/10,9213739,NL,GORNOSLASKIE
6081,2018/06/11,9344320,PT,PARNICKIE
6082,2018/06/11,8912027,AG,SNOP N
6083,2018/06/11,9458145,TR,RUMUNSKIE
6084,2018/06/11,9501215,PT,CHORZOWSKIE
6085,2018/06/11,9190262,CY,SLOWACKIE
6086,2018/06/11,9490741,MH,SLOWACKIE
6087,2018/06/12,8318128,AG,KATOWICKIE
6088,2018/06/12,9411745,NL,SLOWACKIE
6089,2018/06/12,8518340,BB,HUK
6090,2018/06/12,9549619,RU,BULGARSKIE
6091,2018/06/12,9430961,MT,KATOWICKIE
6092,2018/06/12,7508958,BE,GNIE????NIENSKIE
6093,2018/06/12,9392391,PA,HUTA (KRA)
6094,2018/06/12,7821075,PL,BULWAR CHROBREGO
6095,2018/06/12,7437094,BE,GNIE????NIENSKIE
6096,2018/06/12,9005754,BB,HUK
6097,2018/06/12,9156187,GI,GLIWICKIE
6098,2018/06/12,9279006,NL,WULKAN POCHYLNIA
6099,2018/06/12,9341720,NL,PARNICKIE
6100,2018/06/12,9345374,CY,GLIWICKIE
6101,2018/06/13,9142497,DE,POZNANSKIE
6102,2018/06/13,9658355,MH,CPN III
6103,2018/06/13,9195822,FO,BYTOMSKIE
6104,2018/06/13,9582867,AG,SNOP N
6105,2018/06/13,9423657,NL,HOLENDERSKIE
6106,2018/06/13,9122227,AG,RUMUNSKIE
6107,2018/06/13,9666443,LR,ZBOZOWE
6108,2018/06/13,9102899,PA,GORNOSLASKIE
6109,2018/06/13,9229128,BB,WALBRZYSKIE
6110,2018/06/13,8820092,LT,KATOWICKIE
6111,2018/06/14,9764958,BS,POLSKIE
6112,2018/06/14,9313876,NL,PRZEMYSLOWE
6113,2018/06/14,9504279,IT,HUTA (KRA)
6114,2018/06/14,9116034,MT,KATOWICKIE
6115,2018/06/14,8915627,BS,GDYNSKIE S
6116,2018/06/15,9374674,NL,REGALICA
6117,2018/06/15,9369007,PT,FINSKIE
6118,2018/06/15,9195743,CY,PARNICKIE
6119,2018/06/16,7704057,PL,CAL
6120,2018/06/16,7615749,PL,SPOLDZIELCZE
6121,2018/06/16,9194282,FI,BELGIJSKIE
6122,2018/06/16,9136096,BE,ANGIELSKIE
6123,2018/06/16,8801060,FI,WULKAN POCHYLNIA
6124,2018/06/16,9316309,BS,DOK 5
6125,2018/06/16,9297591,DE,FINSKIE
6126,2018/06/16,6519302,PL,REMONTOWE
6127,2018/06/17,9015046,AG,HUTA (KRA)
6128,2018/06/17,9201815,NL,SLOWACKIE
6129,2018/06/17,8919855,AG,FINSKIE
6130,2018/06/17,9198214,BE,GDYNSKIE S
6131,2018/06/17,9198173,BE,GDYNSKIE S
6132,2018/06/17,8513314,DE,KATOWICKIE
6133,2018/06/18,6809769,NL,RUMUNSKIE
6134,2018/06/18,9547324,NL,CHORZOWSKIE
6135,2018/06/18,9291705,NO,SLOWACKIE
6136,2018/06/18,8611013,AG,SNOP N
6137,2018/06/18,9173214,MT,WEGIERSKIE
6138,2018/06/18,7330052,NO,WALBRZYSKIE
6139,2018/06/18,9113381,LR,KATOWICKIE
6140,2018/06/18,8205187,AG,FOSFATOWE
6141,2018/06/18,9558012,GB,GLIWICKIE
6142,2018/06/18,9331361,NL,GORNOSLASKIE
6143,2018/06/18,9430997,MT,CHORZOWSKIE
6144,2018/06/18,9279408,NL,CZESKIE
6145,2018/06/18,9118496,NO,HUTA (KRA)
6146,2018/06/19,9268277,GI,GNIE????NIENSKIE
6147,2018/06/19,9279006,NL,WULKAN POCHYLNIA
6148,2018/06/19,9179361,CY,CZESKIE
6149,2018/06/19,9213997,AG,HUTA (KRA)
6150,2018/06/19,9374909,NL,HUTA (KRA)
6151,2018/06/19,9197806,LV,BULGARSKIE
6152,2018/06/19,9658355,MH,CPN III
6153,2018/06/19,6605503,PL,WARSZTATOWE
6154,2018/06/19,9229130,BB,GORNOSLASKIE
6155,2018/06/20,9519042,CY,GORNOSLASKIE
6156,2018/06/20,8518297,BB,GLIWICKIE
6157,2018/06/20,8511029,DE,DRZETOWSKIE N
6158,2018/06/20,9491745,BB,RUMUNSKIE
6159,2018/06/20,9399387,NL,PRZEMYSLOWE
6160,2018/06/20,9521461,BE,KASZUBSKIE
6161,2018/06/20,9510620,BE,KASZUBSKIE
6162,2018/06/20,7615749,PL,SPOLDZIELCZE
6163,2018/06/21,9197765,GI,SNOP N
6164,2018/06/21,9503914,CY,PARNICKIE
6165,2018/06/21,9358278,CY,SLOWACKIE
6166,2018/06/21,9223148,NO,ODRA STARE
6167,2018/06/21,9279068,NL,HOLENDERSKIE
6168,2018/06/21,8616087,LT,SLOWACKIE
6169,2018/06/22,9191254,PT,GLIWICKIE
6170,2018/06/22,9365984,GI,FINSKIE
6171,2018/06/22,9136216,FO,SNOP S
6172,2018/06/23,9102899,PA,GORNOSLASKIE
6173,2018/06/23,8100636,BS,GORNOSLASKIE
6174,2018/06/23,9164093,CY,FARBOLAK SWFIL
6175,2018/06/23,9116008,AG,FOSFATOWE
6176,2018/06/23,9161247,PL,BULWAR CHROBREGO
6177,2018/06/23,8205187,AG,ARSENAL
6178,2018/06/23,9279006,NL,WULKAN POCHYLNIA
6179,2018/06/24,9279070,AG,CZESKIE
6180,2018/06/24,9201815,NL,SLOWACKIE
6181,2018/06/24,9198630,NL,REGALICA
6182,2018/06/24,9433365,AG,REMONTOWE
6183,2018/06/24,9341782,NL,CEMENTOWE
6184,2018/06/24,9167332,CY,SLOWACKIE
6185,2018/06/24,6808090,VC,GLIWICKIE
6186,2018/06/24,9582855,AG,PARNICKIE
6187,2018/06/25,9148166,CY,GRECKIE
6188,2018/06/25,9534250,LR,BULGARSKIE
6189,2018/06/25,9260847,MT,RUMUNSKIE
6190,2018/06/25,9356567,NL,CHORZOWSKIE
6191,2018/06/25,6605448,PL,WARSZTATOWE
6192,2018/06/25,7730769,PL,WARSZTATOWE
6193,2018/06/25,9328704,NL,PRZEMYSLOWE
6194,2018/06/25,9325130,AG,BULGARSKIE
6195,2018/06/25,9234410,BS,CHORZOWSKIE
6196,2018/06/25,9017379,BB,GLIWICKIE
6197,2018/06/25,8214968,LT,KATOWICKIE
6198,2018/06/25,9132492,BZ,GORNOSLASKIE
6199,2018/06/26,9297591,DE,FINSKIE
6200,2018/06/26,8129395,FO,GLIWICKIE
6201,2018/06/26,9401257,NL,PARNICKIE
6202,2018/06/26,9184811,AG,RUMUNSKIE
6203,2018/06/26,8407711,CY,ARSENAL
6204,2018/06/26,9186948,MT,GNIE????NIENSKIE
6205,2018/06/26,8862662,DE,STAROWKA
6206,2018/06/27,9136204,GB,REGALICA
6207,2018/06/27,9624823,NL,SNOP N
6208,2018/06/27,9566796,GI,GRECKIE
6209,2018/06/27,9549633,RU,GLIWICKIE
6210,2018/06/27,9658367,MH,CPN III
6211,2018/06/27,7615749,PL,SPOLDZIELCZE
6212,2018/06/27,9331359,NL,HOLENDERSKIE
6213,2018/06/27,7330052,NO,WALBRZYSKIE
6214,2018/06/27,9344320,PT,PARNICKIE
6215,2018/06/28,9128403,LV,HUTA (KRA)
6216,2018/06/28,9439474,NL,REGALICA
6217,2018/06/28,9423669,NL,PARNICKIE
6218,2018/06/28,9113381,LR,KATOWICKIE
6219,2018/06/28,9279006,NL,WULKAN POCHYLNIA
6220,2018/06/28,9059248,DK,ARSENAL
6221,2018/06/28,9259068,AG,GNIE????NIENSKIE
6222,2018/06/28,8222185,AG,HUTA (KRA)
6223,2018/06/29,9158070,PA,GORNOSLASKIE
6224,2018/06/29,9161247,PL,BULWAR CHROBREGO
6225,2018/06/29,6809769,NL,RUMUNSKIE
6226,2018/06/29,9369007,PT,FINSKIE
6227,2018/06/29,9505338,GI,DRZETOWSKIE S
6228,2018/06/29,8019344,NO,BULWAR CHROBREGO
6229,2018/06/30,9106912,AG,PARNICKIE
6230,2018/06/30,9171101,CY,PARNICKIE
6231,2018/06/30,9117959,DE,GNIE????NIENSKIE
6232,2018/07/01,9279068,NL,WEGIERSKIE
6233,2018/07/01,9225562,AG,HOLENDERSKIE
6234,2018/07/01,8913485,BB,BYTOMSKIE
6235,2018/07/01,8913708,NO,HUTA (KRA)
6236,2018/07/01,8942826,DK,POLSKIE
6237,2018/07/01,9201839,BS,GLIWICKIE
6238,2018/07/01,8987711,PL,BULWAR CHROBREGO
6239,2018/07/01,9268875,AN,SLOWACKIE
6240,2018/07/01,9382748,NL,GORNOSLASKIE
6241,2018/07/02,9196216,NL,GORNOSLASKIE
6242,2018/07/02,9528500,GI,SLOWACKIE
6243,2018/07/03,9155987,MT,HUTA (KRA)
6244,2018/07/03,9195717,NL,REGALICA
6245,2018/07/03,9085455,BE,GRECKIE
6246,2018/07/03,9279006,NL,WULKAN POCHYLNIA
6247,2018/07/03,9357494,NL,CZESKIE
6248,2018/07/03,9313747,MT,HUTA (KRA)
6249,2018/07/03,9390109,AG,HOLENDERSKIE
6250,2018/07/04,9297591,DE,FINSKIE
6251,2018/07/04,7615749,PL,SPOLDZIELCZE
6252,2018/07/04,8129395,FO,BYTOMSKIE
6253,2018/07/04,9570670,AG,BELGIJSKIE
6254,2018/07/04,8908806,BB,GLIWICKIE
6255,2018/07/04,9187136,NL,GLIWICKIE
6256,2018/07/04,7615749,PL,SPOLDZIELCZE
6257,2018/07/04,9113381,LR,CHORZOWSKIE
6258,2018/07/05,9057238,NL,PARNICKIE
6259,2018/07/05,7928158,CY,BYTOMSKIE
6260,2018/07/05,8606018,EE,BYTOMSKIE
6261,2018/07/05,9369526,GI,SNOP S
6262,2018/07/05,9390991,NO,HUTA (KRA)
6263,2018/07/05,9313797,NL,BULGARSKIE
6264,2018/07/05,9755866,PA,KATOWICKIE
6265,2018/07/05,9195810,FI,WEGIERSKIE
6266,2018/07/05,8222185,AG,POZNANSKIE
6267,2018/07/05,9374686,CW,HOLENDERSKIE
6268,2018/07/05,9528512,GI,SLOWACKIE
6269,2018/07/05,9102899,PA,GORNOSLASKIE
6270,2018/07/06,9161247,PL,BULWAR CHROBREGO
6271,2018/07/06,9365984,GI,FINSKIE
6272,2018/07/06,9341782,NL,CEMENTOWE
6273,2018/07/06,9197442,AG,REMONTOWE
